Date,Gold_Close,Oil_Close,Volume_Top2,Volume_Top3,Volume_Top4,Volume_Top5,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
2020-03-12,0.1950540048025884,0.4285006008792922,0.25210841276078655,0.03574466003866836,0.6669428796296073,0.028726489046156833,0.09017457142619789,0.09639848589816957,0.21543728542004623,0.38538575683404475,0.2941392226501282,0.4780633976007006,0.7601874103340784,0.8131892718979156,0.0553778907025132,0.0
2020-03-13,0.0668754881172049,0.429926247336207,0.2365955886376815,0.038758745781003495,0.6623606097970447,0.030443828998171118,0.023121799352930086,0.09639848589816957,0.1453790571623417,0.47329376870217665,0.32784401527167356,0.24124855668772482,0.6994924625569361,0.5491006986546567,0.03850218291735312,0.009472147837826392
2020-03-14,0.0668754881172049,0.429926247336207,0.22452314333003787,0.036014820160857657,0.6689419366992859,0.030069675787172883,0.02792897515095491,0.09639848589816957,0.15346269877103122,0.4532640951119693,0.31568373190712934,0.06081795253726452,0.6829151660531396,0.560035221433108,0.160002232650529,0.003667614195031088
2020-03-15,0.0668754881172049,0.429926247336207,0.24101459044517978,0.036838264379885015,0.6540639786344981,0.026985898606270337,0.015865495482414768,0.09639848589816957,0.1292117736829905,0.4050445102462159,0.22765531610014073,0.2675299214768355,0.5007007710709881,0.3557869969397771,0.26779961303973465,0.0067340818237974776
2020-03-16,0.014977317544215829,0.4111448748814486,0.23154902334355598,0.03390977769930678,0.6521564867934228,0.02822905584565572,0.012953426121218498,0.09639848589816957,0.1292117736829905,0.4169139465961882,0.2713358714832527,0.2822717648002735,0.7334815678668232,0.5260082856977886,0.06997673200148549,0.0006979977408153037
2020-03-17,0.08289790850226009,0.4002975431885205,0.22039827788109873,0.0,0.030546529333684555,0.4675819927944713,0.02097830236535715,0.09639848589816957,0.1399899627565486,0.4758902077229097,0.2922128748332414,0.16991143033554612,0.72793334165643,0.5546148738379814,0.10054935301924811,0.00407120495856797
2020-03-18,0.0,0.359511576518989,0.21043909059076094,0.031477161679896164,0.6521301452420943,0.02543747080171176,0.0,0.09639848589816957,0.07801537597654759,0.5040801185533519,0.25575905630120715,0.2555944702389882,0.7571364871648716,0.38474363415901613,0.1252702335470293,0.0042758358269624624
2020-03-19,0.002263892565187664,0.3895741720128653,0.2138512256072615,0.02988518688020532,0.656413428805805,0.033121355623120206,0.014203297257554107,0.09639848589816957,0.09687720669154173,0.39762611291694916,0.33328633957092774,0.32386357690281764,0.8572863531721717,0.5090110572203937,0.13191773314491428,0.01949651742178367
2020-03-20,0.01166832387974237,0.3722804322551867,0.2231854792463024,0.030678657703927744,0.6686482881087636,0.03229274215259931,0.03420958709438987,0.09639848589816957,0.10226630119557431,0.6580118695896437,0.3102092728394828,0.15835969958174467,0.9323860015887238,0.5772345401004676,0.07595407556598127,0.019617698397673147
2020-03-21,0.01166832387974237,0.3722804322551867,0.21605106710133626,0.028881746379044046,0.6528504663210275,0.03185631678530678,0.04004740887632546,0.09639848589816957,0.14268450995944518,0.3508902078731322,0.2247484613143262,0.053656332957752406,0.5636266417315485,0.4375830013280212,0.36196156288609804,0.019398644379975807
2020-03-22,0.01166832387974237,0.3722804322551867,0.2111461394969934,0.027869984621976988,0.6507254610552882,0.033074529211986455,0.04171644378328318,0.09639848589816957,0.1507681515681347,0.16728486649603436,0.07957459799522687,0.22669508523827298,0.3662157846778933,0.3049901841907732,0.3318830876804638,0.013730370105499615
2020-03-23,0.15621727386737483,0.37804501610011393,0.2068102367954098,0.02737395989511511,0.6581871259376497,0.029400076332632894,0.02692085225452867,0.09639848589816957,0.11034994293524988,0.4226632049047082,0.2533210517980891,0.2607903944297739,0.7613916739707529,0.4878168485478376,0.18029093892155984,0.023092944131396842
2020-03-24,0.31852998538483,0.3820740226592094,0.20973685861985078,0.027378287224604027,0.6508164772269064,0.025890867594275335,0.05938829143363403,0.09639848589816957,0.16424088791008237,0.353115727160933,0.2586575474981095,0.13475914562890046,0.636460257945159,0.5539111669264968,0.11376819164145913,0.028180946013504724
2020-03-25,0.269940810217868,0.3850492879293997,0.21065654831482766,0.029078089028977606,0.6436421641960978,0.025524458963889083,0.015974641910349238,0.09639848589816957,0.05645899799316387,0.7067878338322434,0.23402975666417464,0.2804909529174966,0.7917491299725752,0.33754835729545585,0.18519835737808527,0.027322413706625345
2020-03-26,0.30094033741915105,0.3733341734821073,0.2189406957703951,0.03809643891529105,0.63571132811789,0.031388112260537955,0.09217222746633319,0.015763527013865852,0.17693533281191273,0.17359050444846302,0.23959107752193481,0.2618560908650106,0.47385823693048135,0.6069490155320746,0.32665568228187924,0.02788758430502379
2020-03-27,0.2553117163188334,0.3665778345264551,0.22106840343630932,0.04889132612284273,0.63283983652245,0.030671697963843798,0.08835038989400595,0.00802902363190322,0.15959426845381083,0.15727002970093068,0.22586567391072437,0.15705853830402527,0.4468395777319032,0.5481912927998152,0.24978760589658747,0.023947365567706935
2020-03-28,0.2553117163188334,0.3665778345264551,0.2266509216777245,0.0443409489197654,0.6486600683011483,0.0307950631377784,0.05528211754510198,0.00802902363190322,0.1142996080648376,0.1787833828015017,0.11642996183935911,0.08609117896374541,0.445814487081982,0.41856847970437094,0.4385884004170838,0.02031128104789602
2020-03-29,0.2553117163188334,0.3665778345264551,0.23106275237996043,0.04105225927422434,0.6404492062295459,0.03088725435563266,0.06665973728155805,0.00802902363190322,0.15053533635636826,0.11943620180831699,0.03949316403803471,0.2733502635462052,0.30453628781318764,0.39039494197124547,0.4997749671415993,0.015196726218126233
2020-03-30,0.25200272265435997,0.3577759991711726,0.21854743443662786,0.03479526284707466,0.6400215387579594,0.028148833596890525,0.06413416840196104,0.00802902363190322,0.1414764042589257,0.22700296735568243,0.1959044085802764,0.2923880321069394,0.5049886135844404,0.5492089612564236,0.24704145765049176,0.023309041754510207
2020-03-31,0.18477879493932603,0.36019340073881234,0.22877180559304355,0.038438627635035943,0.6328540342344441,0.029089859055732612,0.08499663994254131,0.00802902363190322,0.16865320055125335,0.15578635014605657,0.17961503324659583,0.2878287350828662,0.4710111802557777,0.597562647958889,0.2518562177949273,0.023449669410341253
2020-04-01,0.1757225890115066,0.3591396595118918,0.21345231586572616,0.031119237877672776,0.6453731961490514,0.025848629634107556,0.07435819797514812,0.00802902363190322,0.15506480224135702,0.19065281901794284,0.22768248120769136,0.33285833388565833,0.48091401095041975,0.5673501645591547,0.3385797359013253,0.02613565139630361
2020-04-02,0.2584463856911756,0.3901940218935961,0.219464668062385,0.02980540197442719,0.644183267190773,0.029016929343185078,0.08299304256529574,0.00802902363190322,0.15506480224135702,0.20103857567950978,0.22850892321732946,0.2951752381683278,0.5473982919529818,0.6298573820659391,0.26713753771654936,0.02912063486194534
2020-04-03,0.2723788146056463,0.408913420009262,0.22869597427115645,0.0323254937430297,0.6367871343791156,0.031170286538326927,0.06138462440003148,0.00802902363190322,0.10750540900812891,0.3412462908109607,0.24673348338815576,0.17534805192086989,0.6392720332303767,0.556191899070385,0.26132704210673385,0.02815831672409015
